SJEDNICA,STATUS,RBr,AKT,POSTUPAK,PZ_PZE,PREDLAGATELJI_CE
4,NERASPRAVLJENI,19,PRIJEDLOG ZAKONA O POSEBNOM POREZU NA IMOVINU KREDITNIH INSTITUCIJA,prvo čitanje,P. Z. 148,Klub zastupnika Živog zida i SNAGA-e;
4,IZGLASANI,3,PRIJEDLOG ZAKONA O POTVRĐIVANJU MINAMATSKE KONVENCIJE O ŽIVI S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 150,Vlada Republike Hrvatske
4,IZGLASANI,4,PRIJEDLOG ZAKONA O POTVRĐIVANJU UGOVORA O ZAJMU IZMEĐU REPUBLIKE HRVATSKE I MEĐUNARODNE BANKE ZA OBNOVU I RAZVOJ ZA PROJEKT MODERNIZACIJE I RESTRUKTURIRANJA CESTOVNOG SEKTORA S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P.Z. 151,Vlada Republike Hrvatske
4,IZGLASANI,3,PRIJEDLOG ZAKONA O PRAVOBRANITELJU ZA DJECU S KONAČNIM PRIJEDLOGOM ZAKONA,hitni postupak,P. Z. 162,
4,IZGLASANI,34,PRIJEDLOG ZAKONA O PREKOGRANIČNOJ PROVEDBI ODLUKA O NOVČANOJ KAZNI U PODRUČJU UPUĆIVANJA RADNIKA,prvo čitanje,P. Z. E. 130,
4,IZGLASANI,29,PRIJEDLOG ZAKONA O PRESTANKU VAŽENJA ZAKONA O FONDU ZA NAKNADU ODUZETE IMOVINE,prvo čitanje,P. Z. 123,
4,IZGLASANI,28,PRIJEDLOG ZAKONA O PRIJENOSU MIROVINSKIH PRAVA,prvo čitanje,P.Z.E. 127,
4,IZGLASANI,6,PRIJEDLOG ZAKONA O REGULACIJI TRŽIŠTA ŽELJEZNIČKIH USLUGA I ZAŠTITI PRAVA PUTNIKA U ŽELJEZNIČKOM PRIJEVOZU,prvo čitanje,P.Z.E. 153,Vlada Republike Hrvatske
4,IZGLASANI,25,PRIJEDLOG ZAKONA O SIGURNOSNOJ ZAŠTITI POMORSKIH BRODOVA I LUKA,prvo čitanje,P. Z. E. 143,
4,IZGLASANI,30,PRIJEDLOG ZAKONA O SPRJEČAVANJU PRANJA NOVCA I FINANCIRANJA TERORIZMA,prvo čitanje,P. Z. E. 128,
4,IZGLASANI,31,PRIJEDLOG ZAKONA O STAMBENOM POTROŠAČKOM KREDITIRANJU,prvo čitanje,P.Z.E. 120,Vlada Republike Hrvatske;
4,IZGLASANI,7,PRIJEDLOG ZAKONA O SUSTAVU DOMOVINSKE SIGURNOSTI,prvo čitanje,P.Z. 149,Vlada Republike Hrvatske
4,IZGLASANI,23,PRIJEDLOG ZAKONA O ZABRANI NEPOŠTENIH TRGOVAČKIH PRAKSI U LANCU OPSKRBE HRANOM,prvo čitanje,P. Z. 144,
4,IZGLASANI,22,PRIJEDLOG ZAKONA O ZAŠTITI ŽIVOTINJA,prvo čitanje,P. Z. E. 147,
4,NERASPRAVLJENI,31,PROGRAMSKO I FINANCIJSKO IZVJEŠĆE HRVATSKOG OLIMPIJSKOG ODBORA ZA 2014. GODINU,,,Hrvatski olimpijski odbor;
4,NERASPRAVLJENI,32,PROGRAMSKO I FINANCIJSKO IZVJEŠĆE HRVATSKOG OLIMPIJSKOG ODBORA ZA 2015. GODINU,,,Hrvatski olimpijski odbor;
4,NERASPRAVLJENI,33,PROGRAMSKO I FINANCIJSKO IZVJEŠĆE HRVATSKOG OLIMPIJSKOG ODBORA ZA 2016. GODINU,,,Hrvatski olimpijski odbor;
5,NERASPRAVLJENI,1,a) PRIJEDLOG ODLUKE O RAZRJEŠENJU DIJELA ČLANOVA NACIONALNOG VIJEĆA ZA RAZVOJ LJUDSKIH POTENCIJALA; b) PRIJEDLOG ODLUKE O IMENOVANJU DIJELA ČLANOVA NACIONALNOG VIJEĆA ZA RAZVOJ LJUDSKIH POTENCIJALA,,,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,2,a) PRIJEDLOG ODLUKE O RAZRJEŠENJU DIJELA ČLANOVA NACIONALNOG VIJEĆA ZA RAZVOJ LJUDSKIH POTENCIJALA; b) PRIJEDLOG ODLUKE O IMENOVANJU DIJELA ČLANOVA NACIONALNOG VIJEĆA ZA RAZVOJ LJUDSKIH POTENCIJALA,,,Vlada Republike Hrvatske;
5,IZGLASANI,58,a) PRIJEDLOG ODLUKE O RAZRJEŠENJU POTPREDSJEDNIKA I DIJELA ČLANOVA UPRAVNOG VIJEĆA HRVATSKOG MEMORIJALNO-DOKUMENTACIJSKOG CENTRA DOMOVINSKOG RATA,,,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,18,a) PRIJEDLOG ODLUKE O RAZRJEŠENJU PREDSJEDNICE I DIJELA ČLANOVA NACIONALNOG VIJEĆA ZA ODGOJ I OBRAZOVANJE,,,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,19,a) PRIJEDLOG ODLUKE O RAZRJEŠENJU PREDSJEDNIKA I ČLANOVA UPRAVNOG VIJEĆA AGENCIJE ZA ZNANOST I VISOKO OBRAZOVANJE,,,Vlada Republike Hrvatske;
5,IZGLASANI,10,a)PRIJEDLOG ODLUKE O RAZRJEŠENJU ČLANICE DRŽAVNE KOMISIJE ZA KONTROLU POSTUPAKA JAVNE NABAVE; b)PRIJEDLOG ODLUKE O IMENOVANJU ČLANICE DRŽAVNE KOMISIJE ZA KONTROLU POSTUPAKA JAVNE NABAVE,,,Vlada Republike Hrvatske;
5,IZGLASANI,35,GODIŠNJE IZVJEŠĆE FINANCIJSKE AGENCIJE ZA 2015. GODINU,,,Financijska agencija;
5,IZGLASANI,46,GODIŠNJE IZVJEŠĆE HRVATSKE AGENCIJE ZA MALO GOSPODARSTVO- INOVACIJE I INVESTICIJE (HAMAG-BICRO) ZA 2016. GODINU,,,"Hrvatska agencija za malo gospodarstvo, inovacije i investicije;"
5,NERASPRAVLJENI,8,GODIŠNJE IZVJEŠĆE HRVATSKE AGENCIJE ZA NADZOR FINANCIJSKIH USLUGA ZA 2015. GODINU,,,Hrvatska agencija za nadzor financijskih usluga;
5,NERASPRAVLJENI,9,GODIŠNJE IZVJEŠĆE HRVATSKE AGENCIJE ZA NADZOR FINANCIJSKIH USLUGA ZA 2016. GODINU,,,Hrvatska agencija za nadzor financijskih usluga;
5,IZGLASANI,51,GODIŠNJE IZVJEŠĆE HRVATSKE ZAKLADE ZA ZNANOST ZA 2016. GODINU,,,Hrvatska zaklada za znanost;
5,IZGLASANI,1,GODIŠNJE IZVJEŠĆE O DRŽAVNIM POTPORAMA ZA 2014. GODINU,,,Vlada Republike Hrvatske;
5,IZGLASANI,2,GODIŠNJE IZVJEŠĆE O DRŽAVNIM POTPORAMA ZA 2015. GODINU,,,Vlada Republike Hrvatske;
5,IZGLASANI,61,GODIŠNJE IZVJEŠĆE O PROVEDBI STRATEGIJE I ZAKONA O ODNOSIMA REPUBLIKE HRVATSKE S HRVATIMA IZVAN REPUBLIKE HRVATSKE ZA 2016. GODINU,,,Središnji državni ured za Hrvate izvan Republike Hrvatske;
5,IZGLASANI,38,GODIŠNJE IZVJEŠĆE O RADU AGENCIJE ZA ZAŠTITU TRŽIŠNOG NATJECANJA ZA 2015. GODINU,,,Agencija za zaštitu tržišnog natjecanja;
5,IZGLASANI,39,GODIŠNJE IZVJEŠĆE O RADU AGENCIJE ZA ZAŠTITU TRŽIŠNOG NATJECANJA ZA 2016. GODINU,,,Agencija za zaštitu tržišnog natjecanja;
5,IZGLASANI,43,GODIŠNJE IZVJEŠĆE O RADU DRŽAVNE KOMISIJE ZA KONTROLU POSTUPAKA JAVNE NABAVE ZA 2016. GODINU,,,Državna komisija za kontrolu postupaka javne nabave;
5,NERASPRAVLJENI,10,GODIŠNJE IZVJEŠĆE O RADU DRŽAVNOG ODVJETNIŠTVA ZA 2015. GODINU,,,Državno odvjetništvo Republike Hrvatske;
5,NERASPRAVLJENI,11,GODIŠNJE IZVJEŠĆE O RADU DRŽAVNOG ODVJETNIŠTVA ZA 2016. GODINU,,,Državno odvjetništvo Republike Hrvatske;
5,IZGLASANI,45,GODIŠNJE IZVJEŠĆE O RADU HRVATSKE REGULATORNE AGENCIJE ZA MREŽNE DJELATNOSTI ZA 2016.,,,Hrvatska regulatorna agencija za mrežne djelatnosti (HAKOM);
5,NERASPRAVLJENI,35,GODIŠNJE IZVJEŠĆE O RADU NADZORNOG ODBORA HRT-a TE PROVEDBI NADZORA ZAKONITOSTI RADA I POSLOVANJA HRT-a ZA RAZDOBLJE 1. SIJEČNJA 2015. DO 31. PROSINCA 2015. GODINE,,,Nadzorni odbor Hrvatske radiotelevizije;
5,NERASPRAVLJENI,36,GODIŠNJE IZVJEŠĆE O RADU NADZORNOG ODBORA HRT-a TE PROVEDBI NADZORA ZAKONITOSTI RADA I POSLOVANJA HRT-a ZA RAZDOBLJE 1. SIJEČNJA 2016. DO 31. PROSINCA 2016. GODINE,,,Nadzorni odbor Hrvatske radiotelevizije;
5,IZGLASANI,31,GODIŠNJE IZVJEŠĆE VLADE REPUBLIKE HRVATSKE;,,,
5,IZGLASANI,62,GODIŠNJI IZVJEŠTAJ O RADU NACIONALNE ZAKLADE ZA RAZVOJ CIVILNOGA DRUŠTVA ZA 2015. GODINU,,,Upravni odbor Nacionalne zaklade za razvoj civilnoga društva;
5,IZGLASANI,63,GODIŠNJI IZVJEŠTAJ O RADU NACIONALNE ZAKLADE ZA RAZVOJ CIVILNOGA DRUŠTVA ZA 2016. GODINU,,,Nacionalna zaklada za razvoj civilnoga društva;
5,NERASPRAVLJENI,13,"INTERPELACIJA O RADU VLADE REPUBLIKE HRVATSKE RADI NEČINJENJA VLADE REPUBLIKE HRVATSKE U VEZI S UČESTALOM ZLOUPORABOM USTAŠKOG POZDRAVA ""ZA DOM SPREMNI""",,,28 zastupnika Kluba zastupnika SDP-a;
5,NERASPRAVLJENI,12,INTERPELACIJA O RADU VLADE REPUBLIKE HRVATSKE RADI POSTUPANJA VLADE REPUBLIKE HRVATSKE VEZANIH UZ NAJAVLJENU RENACIONALIZACIJU INA-e I PRIVATIZACIJU 25 POSTO MANJE JEDNE DIONICE HEP-a,,,19 zastupnika u Hrvatskome saboru;
5,IZGLASANI,4,IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O POČETKU MIROVANJA ZASTUPNIČKOG MANDATA ZASTUPNIKA IVANA KLARINA,,,
5,IZGLASANI,2,IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O POČETKU MIROVANJA ZASTUPNIČKOG MANDATA ZASTUPNIKA MR. JASENA MESIĆA I POČETKU OBNAŠANJA ZASTUPNIČKE DUŽNOSTI ZAMJENIKA ZASTUPNIKA DR. SC. TOMISLAVA SOKOLA,,,
5,IZGLASANI,1,"IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O ZAHTJEVU ZA DAVANJE ODOBRENJA ZA POKRETANJE KAZNENOG POSTUPKA PROTIV FRANJE LUCIĆA, ZASTUPNIKA U HRVATSKOM SABORU",,,
5,IZGLASANI,6,"IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O ZAHTJEVU ZA DAVANJE ODOBRENJA ZA POKRETANJE KAZNENOG POSTUPKA PROTIV PETRA ŠKORIĆA, ZASTUPNIKA U HRVATSKOM SABORU",,,
5,IZGLASANI,3,"IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O ZAHTJEVU ZA DAVANJE ODOBRENJA ZA POKRETANJE KAZNENOG POSTUPKA PROTIV TOMISLAVA KLARIĆA, ZASTUPNIKA U HRVATSKOM SABORU",,,
5,IZGLASANI,5,"IZVJEŠĆE MANDATNO-IMUNITETNOG POVJERENSTVA O ZAHTJEVU ZA DAVANJE ODOBRENJA ZA POKRETANJE KAZNENOG POSTUPKA PROTIV VLAHE OREPIĆA, ZASTUPNIKA U HRVATSKOM SABORU",,,
5,NERASPRAVLJENI,29,IZVJEŠĆE MINISTRA UNUTARNJIH POSLOVA O OBAVLJANJU POLICIJSKIH POSLOVA U 2015. GODINI,,,ministar unutarnjih poslova;
5,NERASPRAVLJENI,30,IZVJEŠĆE MINISTRA UNUTARNJIH POSLOVA O OBAVLJANJU POLICIJSKIH POSLOVA U 2016. GODINI,,,ministar unutarnjih poslova;
5,IZGLASANI,4,IZVJEŠĆE O OBAVLJENOJ FINANCIJSKOJ REVIZIJI POLITIČKIH STRANAKA NEZAVISNIH ZASTUPNIKA I ČLANOVA PREDSTAVNIČKIH TIJELA JEDINICA LOKALNE I PODRUČNE (REGIONALNE) SAMOUPRAVE IZABRANIH S LISTE GRUPE BIRAČA ZA 2015. GODINU,,,Državni ured za reviziju;
5,IZGLASANI,40,IZVJEŠĆE O OBAVLJENOJ FINANCIJSKOJ REVIZIJI VATROGASNIH ORGANIZACIJA,,,Državni ured za reviziju;
5,IZGLASANI,65,IZVJEŠĆE O OBAVLJENOJ FINANCIJSKOJ REVIZIJI ŽUPANIJSKIH UPRAVA ZA CESTE ZA 2015. GODINU,,,Državni ured za reviziju;
5,IZGLASANI,6,IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI GOSPODARENJA MINERALNIM SIROVINAMA,,,Državni ured za reviziju;
5,IZGLASANI,5,IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI NABAVE I PRAVILNOSTI KORIŠTENJA SLUŽBENIH VOZILA PRORAČUNSKIH KORISNIKA DRŽAVNOG PRORAČUNA,,,Državni ured za reviziju;
5,IZGLASANI,7,IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI RADA NADZORNIH ODBORA TRGOVAČKIH DRUŠTAVA U VLASNIŠTVU JEDINICA LOKALNE I PODRUČNE (REGIONALNE) SAMOUPRAVE,,,Državni ured za reviziju;
5,IZGLASANI,3,IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI SUSTAVA JAVNE NABAVE U TRGOVAČKIM DRUŠTVIMA,,,Državni ured za reviziju;
5,IZGLASANI,8,IZVJEŠĆE O OBAVLJENOJ REVIZIJI UČINKOVITOSTI UTJECAJA PROGRAMSKE INICIJATIVE JASPERS NA PODNESENE PROJEKTNE PRIJEDLOGE REPUBLIKE HRVATSKE ZA SUFINANCIRANJE IZ FONDOVA EUROPSKE UNIJE,,,Državni ured za reviziju;
5,NERASPRAVLJENI,26,IZVJEŠĆE O POSLOVANJU FONDA HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA I ČLANOVA NJIHOVIH OBITELJI ZA 2015. GODINU,,,Fond hrvatskih branitelja iz Domovinskog rata i članova njihovih obitelji;
5,NERASPRAVLJENI,33,IZVJEŠĆE O POSLOVANJU HRVATSKE RADIOTELEVIZIJE ZA 2014. GODINU,,,glavni ravnatelj Hrvatske radiotelevizije;
5,NERASPRAVLJENI,34,IZVJEŠĆE O POSLOVANJU HRVATSKE RADIOTELEVIZIJE ZA 2015. GODINU,,,glavni ravnatelj Hrvatske radiotelevizije;
5,IZGLASANI,37,IZVJEŠĆE O POSLOVANJU UMIROVLJENIČKOG FONDA OD 1. SIJEČNJA 2016. DO 31. PROSINCA 2016. GODINE,,,Upravni odbor Umirovljeničkog fonda;
5,NERASPRAVLJENI,3,IZVJEŠĆE O PROVEDBI NACIONALNE STRATEGIJE I AKCIJSKOG PLANA SUZBIJANJA ZLOUPORABE DROGA U REPUBLICI HRVATSKOJ ZA 2016. GODINU,,,Vlada Republike Hrvatske;
5,IZGLASANI,44,IZVJEŠĆE O RADU AGENCIJE ZA ZAŠTITU OSOBNIH PODATAKA ZA 2016. GODINU,,,Agencija za zaštitu osobnih podataka;
5,IZGLASANI,9,IZVJEŠĆE O RADU DRŽAVNOG UREDA ZA REVIZIJU ZA 2016. GODINU,,,Državni ured za reviziju;
5,IZGLASANI,36,IZVJEŠĆE O RADU HRVATSKE ENERGETSKE REGULATORNE AGENCIJE ZA 2016. GODINU I IZVJEŠĆE O OSTVARENJU PRORAČUNA HRVATSKE ENERGETSKE REGULATORNE AGENCIJE ZA 2016. GODINU,,,Hrvatska energetska regulatorna agencija;
5,IZGLASANI,64,IZVJEŠĆE O RADU HRVATSKOG MEMORIJALNO-DOKUMENTACIJSKOG CENTRA DOMOVINSKOG RATA ZA 2016. GODINU,,,Hrvatski memorijalno-dokumentacijski centar Domovinskog rata;
5,IZGLASANI,66,IZVJEŠĆE O RADU I POSLOVANJU HRVATSKOG ZAVODA ZA MIROVINSKO OSIGURANJE ZA 2016. GODINU,,,Hrvatski zavod za mirovinsko osiguranje;
5,IZGLASANI,60,IZVJEŠĆE O RADU NACIONALNOG VIJEĆA ZA RAZVOJ LJUDSKIH POTENCIJALA ZA 2016. GODINU,,,Nacionalno vijeće za razvoj ljudskih potencijala;
5,NERASPRAVLJENI,21,IZVJEŠĆE O RADU ODBORA ZA ETIKU U ZNANOSTI I VISOKOM OBRAZOVANJU U 2016. GODINI,,,Odbor za etiku u znanosti i visokom obrazovanju;
5,IZGLASANI,33,IZVJEŠĆE O RADU ODBORA ZA PREDSTAVKE I PRITUŽBE ZA 2016. GODINU,,,Odbor za predstavke i pritužbe;
5,IZGLASANI,67,IZVJEŠĆE O RADU POVJERENSTVA ZA ODLUČIVANJE O SUKOBU INTERESA ZA 2016. GODINU,,,Povjerenstvo za odlučivanje o sukobu interesa;
5,NERASPRAVLJENI,20,IZVJEŠĆE O RADU PRAVOBRANITELJICE ZA DJECU ZA 2016. GODINU,,,pravobraniteljica za djecu;
5,IZGLASANI,32,IZVJEŠĆE O RADU PRAVOBRANITELJICE ZA OSOBE S INVALIDITETOM ZA 2016. GODINU,,,Pravobraniteljica za osobe s invaliditetom;
5,IZGLASANI,41,IZVJEŠĆE O RADU PROBACIJSKE SLUŽBE ZA 2016. GODINU,,,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,37,IZVJEŠĆE O RADU PROGRAMSKOG VIJEĆA HRT-a I O PROVEDBI PROGRAMSKIH NAČELA I OBVEZA HRT-a UTVRĐENIH ZAKONOM O HRT-u I UGOVOROM IZMEĐU HRVATSKE RADIOTELEVIZIJE I VLADE REPUBLIKE HRVATSKE ZA RAZDOBLJE OD 1. SIJEČNJA 2015. DO 31. PROSINCA 2015. GODINE,,,Programsko vijeće Hrvatske radiotelevizije;
5,NERASPRAVLJENI,38,IZVJEŠĆE O RADU PROGRAMSKOG VIJEĆA HRT-a I O PROVEDBI PROGRAMSKIH NAČELA I OBVEZA HRT-a UTVRĐENIH ZAKONOM O HRT-u I UGOVOROM IZMEĐU HRVATSKE RADIOTELEVIZIJE I VLADE REPUBLIKE HRVATSKE ZA RAZDOBLJE OD 1. SIJEČNJA 2016. DO 31. PROSINCA 2016. GODINE,,,Programsko vijeće Hrvatske radiotelevizije;
5,NERASPRAVLJENI,31,IZVJEŠĆE O RADU UPRAVNOG VIJEĆA HINE ZA 2014. GODINU,,,Hrvatska izvještajna novinska agencija;
5,NERASPRAVLJENI,32,IZVJEŠĆE O RADU UPRAVNOG VIJEĆA HINE ZA 2015. GODINU,,,Hrvatska izvještajna novinska agencija;
5,NERASPRAVLJENI,27,IZVJEŠĆE O RADU VIJEĆA ZA ELEKTRONIČKE MEDIJE I AGENCIJE ZA ELEKTRONIČKE MEDIJE ZA 2014. GODINU,,,Agencija za elektroničke medije;
5,NERASPRAVLJENI,28,IZVJEŠĆE O RADU VIJEĆA ZA ELEKTRONIČKE MEDIJE I AGENCIJE ZA ELEKTRONIČKE MEDIJE ZA 2015. GODINU,,,Agencija za elektroničke medije;
5,IZGLASANI,42,IZVJEŠĆE O UČINCIMA PROVEDBE ZAKONA O OTOCIMA U 2014. I 2015. GODINI,,,Vlada Republike Hrvatske;
5,IZGLASANI,49,IZVJEŠĆE PREDSJEDNIKA VRHOVNOG SUDA REPUBLIKE HRVATSKE O STANJU SUDBENE VLASTI ZA 2015. GODINU,,,predsjednik Vrhovnog suda Republike Hrvatske;
5,IZGLASANI,50,IZVJEŠĆE PREDSJEDNIKA VRHOVNOG SUDA REPUBLIKE HRVATSKE O STANJU SUDBENE VLASTI ZA 2016. GODINU,,,predsjednik Vrhovnog suda Republike Hrvatske;
5,IZGLASANI,59,IZVJEŠĆE PUČKE PRAVOBRANITELJICE ZA 2016. GODINU,,,pučka pravobraniteljica;
5,IZGLASANI,23,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA KAZNENOG ZAKONA,drugo čitanje,P.Z.E. 106,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,5,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O IZBORIMA ZASTUPNIKA U HRVATSKI SABOR,drugo čitanje,P.Z. 11,Klub zastupnika Mosta nezavisnih lista;
5,IZGLASANI,24,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O PRAVOSUDNOJ SURADNJI U KAZNENIM STVARIMA S DRŽAVAMA ČLANICAMA EUROPSKE UNIJE,drugo čitanje,P.Z.E. 146,Vlada Republike Hrvatske;
5,IZGLASANI,3,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O VODI ZA LJUDSKU POTROŠNJU,drugo čitanje,P.Z.E. 155,Vlada Republike Hrvatske;
5,IZGLASANI,3,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O ZEMLJIŠNIM KNJIGAMA,drugo čitanje,P.Z. 156,Vlada Republike Hrvatske;
5,IZGLASANI,25,KONAČNI PRIJEDLOG ZAKONA O MEĐUNARODNOM PRIVATNOM PRAVU,drugo čitanje,P. Z. 141,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,15,KONAČNI PRIJEDLOG ZAKONA O POTVRĐIVANJU KONVENCIJE VIJEĆA EUROPE O SPREČAVANJU I BORBI PROTIV NASILJA NAD ŽENAMA I NASILJA U OBITELJI,hitni postupak,P.Z. 105,Klub zastupnika SDP-a;
5,IZGLASANI,27,KONAČNI PRIJEDLOG ZAKONA O PREKOGRANIČNOJ PROVEDBI ODLUKA O NOVČANOJ KAZNI U PODRUČJU UPUĆIVANJA RADNIKA,drugo čitanje,P.Z.E. 130,Vlada Republike Hrvatske;
5,IZGLASANI,4,KONAČNI PRIJEDLOG ZAKONA O REGULACIJI TRŽIŠTA ŽELJEZNIČKIH USLUGA I ZAŠTITI PRAVA PUTNIKA U ŽELJEZNIČKOM PRIJEVOZU,drugo čitanje,P.Z.E. 153,Vlada Republike Hrvatske;
5,IZGLASANI,5,KONAČNI PRIJEDLOG ZAKONA O SIGURNOSNOJ ZAŠTITI POMORSKIH BRODOVA I LUKA,drugo čitanje,P.Z.E. 143,Vlada Republike Hrvatske
5,IZGLASANI,7,KONAČNI PRIJEDLOG ZAKONA O SPRJEČAVANJU PRANJA NOVCA I FINANCIRANJA TERORIZMA,drugo čitanje,P.Z.E. 128,Vlada Republike Hrvatske;
5,IZGLASANI,12,KONAČNI PRIJEDLOG ZAKONA O STAMBENOM POTROŠAČKOM KREDITIRANJU,drugo čitanje,P.Z.E. 120,Vlada Republike Hrvatske;
5,IZGLASANI,4,KONAČNI PRIJEDLOG ZAKONA O SUSTAVU DOMOVINSKE SIGURNOSTI,drugo čitanje,P.Z. 149,Vlada Republike Hrvatske;
5,IZGLASANI,19,KONAČNI PRIJEDLOG ZAKONA O ZAŠTITI ŽIVOTINJA,drugo čitanje,P. Z. E. 147,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,4,"POLUGODIŠNJA INFORMACIJA O FINANCIJSKOM STANJU, STUPNJU OSTVARENJA STABILNOSTI CIJENA I PROVEDBI MONETARNE POLITIKE ZA DRUGO POLUGODIŠTE 2016. GODINE",,,Hrvatska narodna banka;
5,NERASPRAVLJENI,3,"POLUGODIŠNJA INFORMACIJA O FINANCIJSKOM STANJU, STUPNJU OSTVARENJA STABILNOSTI CIJENA I PROVEDBI MONETARNE POLITIKE ZA PRVO POLUGODIŠTE 2016.",,,Hrvatska narodna banka;
5,IZGLASANI,9,PRIJEDLOG NACIONALNE STRATEGIJE RAZVOJNE SURADNJE REPUBLIKE HRVATSKE ZA RAZDOBLJE OD 2017. DO 2021. GODINE,,,Vlada Republike Hrvatske;
5,IZGLASANI,57,"PRIJEDLOG ODLUKE O IMENOVANJU ČLANICE NACIONALNOG VIJEĆA ZA ZNANOST, VISOKO OBRAZOVANJE I TEHNOLOŠKI RAZVOJ",,,Vlada Republike Hrvatske;
5,NERASPRAVLJENI,7,PRIJEDLOG ODLUKE O IMENOVANJU PREDSJEDNIKA I ŠEST ČLANOVA VIJEĆA ZA GRAĐANSKI NADZOR SIGURNOSNO-OBAVJEŠTAJNIH AGENCIJA,,,Odbor za unutarnju politiku i nacionalnu sigurnost;
5,NERASPRAVLJENI,14,"PRIJEDLOG ODLUKE O NEDAVANJU VJERODOSTOJNOG TUMAČENJA ČLANKA 42. STAVKA 3. ZAKONA O IZBORIMA ZASTUPNIKA U HRVATSKI SABOR (''NARODNE NOVINE'', BR. 116/99., 109/00. – VJERODOSTOJNO TUMAČENJE, 53/03., 167/03. – ODLUKA O NEDAVANJU VJERODOSTOJNOG TUMAČENJA, 44/06. – ZAKON O DRŽAVNOM IZBORNOM POVJERENSTVU REPUBLIKE HRVATSKE, 19/07., 20/09. – VJERODOSTOJNO TUMAČENJE, 145/10., 24/11. – ZAKON O FINANCIRANJU POLITIČKIH AKTIVNOSTI I IZBORNE PROMIDŽBE, 93/11. – ODLUKA USTAVNOGA SUDA REPUBLIKE HRVATSKE I 120/11. – PROČIŠĆENI TEKST, 19/15., 104/15. – ODLUKA USTAVNOG SUDA REPUBLIKE HRVATSKE)",,,Odbor za zakonodavstvo;
5,IZGLASANI,10,PRIJEDLOG ODLUKE O OSNIVANJU ODBORA ZA NAGRADU ZA PROMICANJE PRAVA DJETETA,,,"Odbor za obitelj, mlade i sport;"
5,IZGLASANI,4,PRIJEDLOG ODLUKE O RAZRJEŠENJU ZAMJENIKA PRAVOBRANITELJICE ZA RAVNOPRAVNOST SPOLOVA,,,pravobraniteljica za ravnopravnost spolova.
5,IZGLASANI,8,PRIJEDLOG ODLUKE O RAZRJEŠENJU ZAMJENIKA PRAVOBRANITELJICE ZA RAVNOPRAVNOST SPOLOVA,,,pravobraniteljica za ravnopravnost spolova
5,IZGLASANI,4,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O IMENOVANJU ČLANOVA I PRESTANKU MANDATA ČLANOVA ODBORA “NAGRADE IVAN FILIPOVIĆ”",,,
5,IZGLASANI,47,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O IMENOVANJU ČLANOVA NACIONALNOG VIJEĆA ZA PRAĆENJE PROVEDBE STRATEGIJE SUZBIJANJA KORUPCIJE",,,
5,IZGLASANI,24,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O IMENOVANJU ČLANOVA ODBORA ZA EUROPSKE POSLOVE HRVATSKOGA SABORA",,,
5,IZGLASANI,25,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O IMENOVANJU ČLANOVA ODBORA ZA FINANCIJE I DRŽAVNI PRORAČUN HRVATSKOGA SABORA",,,
5,IZGLASANI,26,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O IMENOVANJU ČLANOVA ODBORA ZA GOSPODARSTVO HRVATSKOGA SABORA",,,
